LSV;61;1;;1;Conduir un vehicle tenint el permís de conduir suspès com a mesura cautelar;21614;G;;;200 €;100 €
LSV;10;1;;1;Comportar-se l'usuari de la via entorpint indegudament la circulació, causant dany al medi ambient;21580;L;;;80 €;40 €
RGC;2;;;1;Comportar-se l’usuari de la via de manera que es destorba indegudament la circulació (indicar el comportament);201;L;;;80 €;40 €
RGC;2;;;2;Comportar-se l’usuari de la via de manera que es causa perill a les persones (indicar el perill causat);202;L;;;80 €;40 €
RGC;2;;;3;Comportar-se l’usuari de la via de manera que es causen molèsties innecessàries a les persones (indicar les molèsties);203;L;;;80 €;40 €
RGC;2;;;4;Comportar-se l’usuari de la via de manera que es causen perjudicis a les persones (indicar els perjudicis causats);204;L;;;80 €;40 €
RGC;2;;;5;Comportar-se l’usuari de la via de manera que es causen danys als béns;205;L;;;80 €;40 €
OM;17;;E;1;Circular amb un vehicle a motor o ciclomotor fent sorolls per acceleracions sobtades i/o fent xerricar els pneumàtics. ;M001;L;;;80 €;40 €
RGC;3;1;;13;Conduir una bicicleta de forma negligent, creant un risc cert i rellevant per a la resta d’usuaris de la via ;12601;G;;;200 €;100 €
RGC;3;1;;21;Conduir un VMP de forma negligent  (indicar el tipus de conducta);19623;G;;;200 €;100 €
RGC;3;1;;18;CONDUIR UN VMP O BICICLETA  SENSE LA DILIGÈNCIA, PRECAUCIÓ I NO DISTRACIÓ NECESSARIS PER EVITAR TOT DANY PROPI O ALIÈ: Circular un VMP o bicicleta amb condicions de nocturnitat i/o visibilitat reduïda sense els dispositius homologats (llum posició davant i darrera i reflector a la part darrerra);13604;G;;;200 €;100 €
RGC;3;1;;14;Conduir de forma negligent  (indicar el tipus de conducta);13039;G;;;200 €;100 €
RGC;3;1;;16;Conduir de forma negligent causant accident;13043;G;;;200 €;100 €
RGC;3;1;;17;Conduir de forma negligent, creant un risc cert i rellevant per a la resta d’usuaris de la via (indicar el tipus de conducta);13044;G;;;200 €;100 €
RGC;3;1;;18;Conduir sense la diligència, precaució i no distració necessaris per evitar tot dany propi o aliè;318;G;;;200 €;100 €
RGC;3;1;;19;Conduir de forma temerària (indicar detalladament el tipus de conducció);319;M;6;;500 €;250 €
RGC;3;1;;22;Conduir un VMP de forma temerària   (indicar el tipus de conducta);19629;M;;;500 €;250 €
RGC;3;1;;23;Conduir una bicicleta de forma temerària   (indicar el tipus de conducta) ;20561;M;;;500 €;250 €
RGC;4;;1;;Efectuar sense permís treballs o activitats que puguin dificultar o obstaculitzar la circulació  ;18309;;;;200 €;100 €
OM;6;C;;1;Col.locar obstacles o objectes ultrapassant el termini d'autorització, afectant a la seguretat de la circulació ;M002;L;;;80 €;40 €
OM;6;C;;2;Col.locar obstacles o objectes a la via pública no complint les condicions fixades en l'autorització, afectant la seguretat de la circulació;M003;L;;;80 €;40 €
RGC;4;2;;;Llençar el conductor del vehicle, sobre la via objectes o matèries que facin perillosa la lliure circulació, parada o estacionament.;21584;G;;;200 €;100 €
RGC;4;2;;;Llençar el conductor del vehicle, sobre la via objectes o matèries que deteriori aquelles o les seves instal.lacions ;21586;G;;;200 €;100 €
RGC;4;2;;1;Llençar, dipositar o abandonar sobre la via objectes o matèries que puguin destorbar la lliure circulació (cal indicar objectes o matèries i els efectes produïts);421;L;;;80 €;40 €
RGC;4;2;;2;Llençar, dipositar o abandonar sobre la via objectes o matèries que puguin destorbar la parada o l'estacionament (cal indicar objectes o matèries i els efectes produïts);422;L;;;80 €;40 €
RGC;4;2;;7;Llençar, dipositar o abandonar sobre la via objectes o matèries que puguin produir efectes que modifiquin les condicions adients per circular (cal indicar objectes o matèries i els efectes produïts);427;L;;;80 €;40 €
RGC;4;2;;7;Llençar, dipositar o abandonar sobre la via objectes o matèries que puguin produir efectes que modifiquin les condicions adients per circular (cal indicar objectes o matèries i els efectes produïts);427;L;;;80 €;40 €
RGC;4;2;;8;Llençar, dipositar o abandonar sobre la via objectes o matèries que puguin produir efectes que modifiquin les condicions adients per parar o estacionar (cal indicar objectes o matèries i els efectes produïts);428;L;;;80 €;40 €
RGC;4;2;;9;Llençar, dipositar o abandonar sobre la via objectes o matèries que puguin produir en les seves immediacions efectes que modifiquin les condicions adients per circular (cal indicar objectes o matèries i els efectes produïts);5604;L;;;80 €;40 €
RGC;4;2;;10;Llençar, dipositar o abandonar sobre la via objectes o matèries que puguin destorbar la parada o l’estacionament (Deixar un vehicle a la via pública amb símptomes d’abandonament);8991;L;;;80 €;40 €
RGC;4;2;;13;Llençar, dipositar o abandonar sobre la via objectes o matèries que puguin fer perillosa la parada o l'estacionament (cal indicar objectes o matèries i els efectes produïts);042B;G;;;200 €;100 €
RGC;4;2;;14;Llençar, dipositar o abandonar sobre la via objectes o matèries que puguin deteriorar les seves instal·lalcions (cal indicar objectes o matèries i els efectes produïts);042C;G;;;200 €;100 €
RGC;4;2;;15;Llençar, dipositar o abandonar sobre la via objectes o matèries que puguin deteriorar-la (cal indicar objectes o matèries i els efectes produïts);042D;G;;;200 €;100 €
RGC;4;2;;16;Llençar, dipositar o abandonar, un vianant, sobre la via, objectes o matèries que puguin fer perillosa la circulació ;18393;G;;;200 €;100 €
RGC;4;3;;1;Instal·lar a la via aparells, instal·lacions o construccions que entorpeixin la circulació (cal indicar el tipus de material i els efectes produïts);431;L;;;80 €;40 €
RGC;4;3;;2;Realitzar filmacions, enquestes o assajos que entorpeixin la circulació;432;L;;;80 €;40 €
RGC;5;1;;1;Crear un obstacle o perill a la via i no adoptar les mesures necessàries per fer-lo desaparèixer com més aviat millor (indicar obstacle o perill existent);511;L;;;80 €;40 €
RGC;5;1;;2;Crear un obstacle o perill a la via i no adoptar les mesures necessàries perquè pugui ser advertit per la resta d’usuaris (indicar obstacle o perill existent).;512;L;;;80 €;40 €
RGC;5;1;;3;Crear un obstacle o perill a la via i no adoptar les mesures necessàries perquè no dificulti la circulació (indicar obstacle o perill existent).;513;L;;;80 €;40 €
RGC;5;3;;1;No senyalitzar de forma eficaç un obstacle o perill creat a la via, per avisar que hi és (indicar obstacle o perill existent i forma de senyalització).;531;L;;;80 €;40 €
RGC;5;6;;1;Detenir, parar o estacionar un vehicle destinat a serveis d'urgència o assistència mecànica en lloc diferent del fixat pels agents de l'autoritat (indicar tipus de vehicle d'assistència mecànica, servei d'urgència o conservació de les vies - i lloc de parada o estacionament);561;L;;;80 €;40 €
RGC;6;;;2;Llençar a la via o a les seves proximitats qualsevol objecte que pot posar en perill la seguretat viària (indicar objecte, lloc..);602;G;;;200 €;100 €
RGC;6;1;;5;Llençar a la via o a les seves proximitats qualsevol objecte que pot donar lloc a la producció d’incendis (indicar objecte i lloc on va ser llençat). Només es detrauran punts quan l'infractor sigui el conductor.;21587;MG;6;;500 €;250 €
RGC;6;1;;6;Llençar a la via o a les seves proximitats qualsevol objecte que pugui provocar accidents de circulació (indicar objecte i lloc on va ser llençat). Només es detrauran punts quan l'infractor sigui el conductor.;21588;MG;6;;500 €;250 €
RGC;6;1;;7;Llençar a la via o a les seves proximitats, un usuari no conductor, qualsevol objecte que pot donar lloc a la producció d’incendis (indicar objecte i lloc on va ser llençat). ;21590;MG;;;500 €;250 €
RGC;6;1;;8;Llençar, el passatger d'un vehicle, a la via o a le seves immediacions, qualsevol objecte que pugui produir accidents de circulació. ;21591;MG;;;500 €;250 €
RGC;7;1;;1;Circular amb un vehicle que emet pertorbacions electromagnètiques, amb uns nivells d’emissió de sorolls per damunt dels límits reglamentaris.;18593;G;;;200 €;100 €
RGC;7;1;;3;No col·laborar, el conductor del vehicle ressenyat, en les proves de detecció de possibles deficiències en l’emissió de pertorbacions electromagnètiques, sorolls, gasos o fums.;713;L;;;80 €;40 €
RGC;7;1;;5;Circular amb un vehicle amb nivells d'emissió de sorolls superiors als límits establerts per les normes que regulen la matèria    ;18594;G;;;200 €;100 €
RGC;7;1;;6;Circular amb un vehicle emetent gasos o fums en valors superiors als límits establerts en les normes reguladores dels vehicles    ;18595;G;;;200 €;100 €
RGC;7;2;;5;Circular amb el vehicle ressenyat, de combustió interna, llençant fums que poden dificultar la visibilitat als conductors d’altres vehicles o resultar nocius.;18623;G;;;200 €;100 €
RGC;7;2;;7;Circular amb un vehicle a motor amb l'escapament lliure, sense portar instal·lat el preceptiu dispositiu silenciador d'explosions o amb un silenciador ineficaç ;18713;G;;;200 €;100 €
RGC;7;2;;8;Circular amb un ciclomotor amb l'escapament lliure, sense portar instal·lat el preceptiu dispositiu silenciador d'explosions o amb un silenciador ineficaç ;18714;G;;;200 €;100 €
RGC;7;4;;2;Instal·lar un abocador d'escombreries i residus dins de la zona d'afectació de la carretera;742;L;;;80 €;40 €
RGC;7;4;;3;Instal·lar un abocador d'escombreries i residus dins de la zona d'afectació de la carretera, amb perill que el fum de la seva incineració arribi a la mateixa;743;L;;;80 €;40 €
RGC;9;1;;1;Transportar, en el vehicle ressenyat, un nombre de persones superior al de places autoritzades (indicar el número de persones transportades i de places autoritzades).;911;L;;;80 €;40 €
RGC;9;1;;4;Transportar persones i/o equipatges de manera que s’excedeixi la MMA del vehicle;914;L;;;80 €;40 €
RGC;9;1;;6;Transportar, en el vehicle ressenyat, un nombre de persones de manera que s’augmenta en un 50% el nombre de places autoritzades, exclòs el conductor (indicar número de persones i de places autoritzades). ;912;G;;;200 €;100 €
RGC;9;1;;7;Circular dos o més persones en un VMP;19622;L;;;80 €;40 €
RGC;10;1;;1;Transportar persones en un lloc diferent del que tenen destinat i condicionat en els vehicles;101;L;;;80 €;40 €
RGC;10;3;;1;Portar instal·lada una protecció de la càrrega en un vehicle autoritzat per transportar simultàniament persones i càrrega, de manera que la càrrega destorba els seus ocupants.;103;L;;;80 €;40 €
RGC;10;3;;2;Portar instal·lada una protecció de la càrrega en un vehicle autoritzat per transportar simultàniament persones i càrrega, de manera que la càrrega pot danyar els ocupants en cas de ser projectada.;104;L;;;80 €;40 €
RGC;10;4;;1;No portar instal·lada la protecció de la càrrega en un vehicle autoritzat per transportar simultàniament persones i càrrega ;18293;G;;;200 €;100 €
RGC;11;1;;1;No efectuar, el conductor d'un vehicle de transport col·lectiu de persones, una parada tan a la vora com sigui possible del costat dret de la calçada.;111;L;;;80 €;40 €
RGC;11;1;;2;Efectuar, el conductor d'un vehicle de transport col·lectiu de persones, parades i arrencades amb sacsejades o moviments bruscos.;112;L;;;80 €;40 €
RGC;11;1;;3;Realitzar, el conductor d'un vehicle de transport col·lectiu de persones, actes que el poden distreure durant la marxa del vehicle.;113;L;;;80 €;40 €
RGC;11;1;;4;No vetllar, el conductor i/o la persona encarregada d'un de transport col·lectiu de persones, per la seguretat dels viatgers durant la marxa, les pujades o les baixades.;114;L;;;80 €;40 €
RGC;11;2;A;1;Distreure, el viatger d'un vehicle de transport col·lectiu de persones, el conductor del vehicle durant la marxa ;011A;L;;;80 €;40 €
RGC;11;2;B;1;Entrar o sortir del vehicle, el viatger d'un vehicle de transport col·lectiu de persones, per un lloc diferent del que hi ha destinat per fer-ho;011B;L;;;80 €;40 €
RGC;11;2;C;1;Entrar al vehicle, el viatger d'un vehicle de transport col·lectiu de persones, quan s'ha avisat que està complet.;011C;L;;;80 €;40 €
RGC;11;2;D;1;Dificultar innecessàriament el pas per llocs destinats al trànsit de persones, el viatger d'un vehicle de transport col·lectiu de persones.;011D;L;;;80 €;40 €
RGC;11;2;E;1;Portar, el viatger d'un vehicle de transport col·lectiu de persones, qualsevol animal excepte els casos autoritzats. S'exceptuen d'aquesta prohibició els casos en què en el vehicle existeixi un lloc destinat per al transport d'animal.;011E;L;;;80 €;40 €
RGC;11;2;F;1;Portar matèries o objectes perillosos, el viatger d'un vehicle de transport col·lectiu de persones, en condicions diferents de les establertes per la regulació específica sobre la matèria.;011F;L;;;80 €;40 €
